id,area_type,availability,location,size,total_sqft,bath,balcony,price
4029,type_III,Ready To Move,Anandapura,6 Bedroom,1380.0,7.0,2.0,130.0
4030,type_I,18-Jul,Banashankari,2 BHK,1000.0,2.0,1.0,50.0
4031,type_I,Ready To Move,Munnekollal,2 BHK,1200.0,2.0,2.0,49.5
4032,type_I,18-Nov,Sarjapur  Road,1 BHK,685.0,1.0,1.0,40.0
4033,type_I,18-May,Nallurhalli,2 BHK,1100.0,2.0,1.0,62.0
4034,type_I,Ready To Move,Electronics City Phase 1,2 BHK,995.0,2.0,1.0,49.8
4035,type_I,Ready To Move,Thigalarapalya,2 BHK,1297.0,2.0,2.0,103.0
4036,type_I,Ready To Move,Kanaka Nagar,3 BHK,2274.24,4.0,1.0,160.0
4037,type_I,Ready To Move,Chikka Banaswadi,3 BHK,1555.0,3.0,3.0,73.0
4038,type_III,Ready To Move,Marathahalli,2 Bedroom,1200.0,2.0,2.0,128.0
4039,type_II,Ready To Move,Sir M V Nagar,7 Bedroom,4400.0,9.0,,120.0
4040,type_II,Ready To Move,Bannerghatta Road,3 BHK,1350.0,2.0,,51.0
4041,type_IV,Ready To Move,Hulimavu,1 BHK,500.0,1.0,3.0,220.0
4042,type_I,17-Jul,Anandapura,2 BHK,1141.0,2.0,1.0,42.79
4043,type_I,Ready To Move,MCECHS  layout,2 BHK,1200.0,2.0,2.0,54.0
4044,type_I,Ready To Move,Palace Guttahalli,4 BHK,3600.0,4.0,,365.0
4045,type_I,Ready To Move,Yeshwanthpur,2 BHK,1160.0,2.0,2.0,64.08
4046,type_I,Ready To Move,Singasandra,2 BHK,1099.0,2.0,1.0,37.5
4047,type_I,21-Dec,Talaghattapura,3 BHK,2273.0,3.0,3.0,159.0
4048,type_I,Ready To Move,Chikkalasandra,3 BHK,1365.0,2.0,2.0,49.0
4049,type_I,Ready To Move,JCR Layout,2 BHK,1060.0,2.0,2.0,37.0
4050,type_II,Ready To Move,Doddakammanahalli,2 BHK,1160.0,2.0,3.0,55.0
4051,type_I,Ready To Move,Whitefield ECC Road,2 BHK,1225.0,2.0,2.0,71.05
4052,type_III,Ready To Move,Baba Nagar,3 Bedroom,1200.0,3.0,3.0,96.25
4053,type_I,20-Dec,Old Madras Road,3 BHK,1350.0,3.0,0.0,54.54
4054,type_I,Ready To Move,Kaggadasapura,3 BHK,1350.0,3.0,1.0,55.5
4055,type_I,Ready To Move,Kasavanhalli,3 BHK,1380.0,2.0,2.0,55.0
4056,type_I,18-Apr,Munnekollal,3 BHK,1200.0,2.0,1.0,57.9
4057,type_I,Ready To Move,Budigere,2 BHK,1153.0,2.0,2.0,58.0
4058,type_I,Ready To Move,HSR Layout,2 BHK,1185.0,2.0,2.0,60.0
4059,type_I,Ready To Move,Abbaiah Reddy Layout,2 BHK,1100.0,2.0,1.0,38.45
4060,type_I,Ready To Move,Thanisandra,2 BHK,1185.0,2.0,2.0,43.66
4061,type_II,Ready To Move,Ramagondanahalli,4 Bedroom,4200.0,4.0,,800.0
4062,type_I,Ready To Move,Kundalahalli,3 BHK,1397.0,3.0,3.0,105.0
4063,type_II,Ready To Move,Jyothi Nagar,2 BHK,600.0,2.0,1.0,23.0
4064,type_II,Ready To Move,Chandapura,2 BHK,1080.0,2.0,3.0,45.0
4065,type_I,Ready To Move,Bank Of Baroda Colony,2 BHK,1005.0,2.0,2.0,40.0
4066,type_II,Ready To Move,Hoodi,3 BHK,1445.0,3.0,2.0,65.0
4067,type_I,Ready To Move,Horamavu Agara,2 BHK,1145.0,2.0,1.0,41.21
4068,type_II,Ready To Move,Chamundi Nagar,7 Bedroom,2800.0,7.0,1.0,250.0
4069,type_I,18-Jun,Hosa Road,2 BHK,1369.1,2.0,1.0,104.0
4070,type_I,18-Apr,Hebbal,3 BHK,1430.0,3.0,1.0,85.0
4071,type_I,Ready To Move,Jigani,4 Bedroom,4303.5,,,226.0
4072,type_II,Ready To Move,Ulsoor,2 BHK,1180.0,2.0,2.0,100.0
4073,type_I,Ready To Move,Whitefield,1 BHK,516.0,1.0,1.0,39.0
4074,type_II,Ready To Move,Billapura,3 Bedroom,1780.0,3.0,0.0,110.0
4075,type_I,Ready To Move,Karnataka Shabarimala,4 BHK,1200.0,6.0,3.0,70.0
4076,type_I,Ready To Move,Tumkur Road,2 BHK,1250.0,2.0,2.0,33.0
4077,type_I,Ready To Move,Vijayanagar,3 BHK,1375.0,2.0,0.0,75.0
4078,type_I,18-Oct,Chennammana Kere,2 BHK,1035.0,2.0,2.0,52.79
4079,type_I,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,39.0
4080,type_III,Ready To Move,Shetty Halli,5 Bedroom,8000.0,5.0,3.0,550.0
4081,type_III,Ready To Move,Sahakara Nagar,3 Bedroom,2400.0,3.0,,270.0
4082,type_II,18-Apr,Basaveshwara Nagar,2 BHK,1200.0,2.0,1.0,70.0
4083,type_II,Ready To Move,Hulimavu,2 BHK,1175.0,2.0,,45.0
4084,type_II,Ready To Move,Hennur Road,2 BHK,1450.0,2.0,2.0,80.0
4085,type_I,Ready To Move,7th Phase JP Nagar,3 BHK,1850.0,3.0,2.0,140.0
4086,type_I,Ready To Move,Jakkur,2 BHK,1291.0,2.0,1.0,75.0
4087,type_III,Ready To Move,Banashankari Stage III,1 Bedroom,1350.0,1.0,1.0,145.0
4088,type_III,18-Dec,ITPL,3 Bedroom,1200.0,3.0,1.0,68.4
4089,type_II,Ready To Move,Kalena Agrahara,2 BHK,980.0,2.0,1.0,40.0
4090,type_I,Ready To Move,Malleshwaram,2 BHK,900.0,2.0,1.0,95.0
4091,type_I,Ready To Move,Electronic City,2 BHK,1070.0,2.0,1.0,48.0
4092,type_I,21-Oct,Kanakpura Road,2 BHK,900.0,1.0,0.0,45.0
4093,type_I,Ready To Move,7th Phase JP Nagar,3 BHK,1450.0,2.0,1.0,102.0
4094,type_I,18-Jul,Ramagondanahalli,2 BHK,1251.0,2.0,1.0,46.0
4095,type_III,Ready To Move,JP Nagar,3 BHK,20000.0,3.0,,175.0
4096,type_II,Ready To Move,2nd Phase JP Nagar,2 BHK,1040.0,2.0,2.0,78.0
4097,type_II,Ready To Move,Doddakammanahalli,3 BHK,2500.0,4.0,,65.0
4098,type_I,Ready To Move,Pattandur Agrahara,2 BHK,900.0,2.0,2.0,42.0
4099,type_II,Ready To Move,Basaveshwara Nagar,2 BHK,900.0,2.0,1.0,60.0
4100,type_II,Ready To Move,TC Palaya,6 Bedroom,1000.0,6.0,1.0,69.0
4101,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,2.0,44.0
4102,type_II,Ready To Move,Race Course Road,4 Bedroom,2500.0,4.0,1.0,450.0
4103,type_I,Ready To Move,Gopalkrishna Nagar,2 BHK,1155.0,2.0,1.0,64.0
4104,type_I,Ready To Move,Kodihalli,4 BHK,3522.0,5.0,3.0,716.0
4105,type_I,Ready To Move,HBR Layout,2 BHK,1200.0,2.0,2.0,60.0
4106,type_II,Ready To Move,Rajaji Nagar,3 Bedroom,2300.0,4.0,1.0,240.0
4107,type_I,Ready To Move,Sarjapur  Road,2 BHK,915.0,2.0,1.0,38.0
4108,type_I,Ready To Move,Budigere,2 BHK,1153.0,2.0,2.0,56.5
4109,type_I,Ready To Move,Gunjur,2 BHK,1080.0,2.0,2.0,41.0
4110,type_III,Ready To Move,Devanahalli Road,5 Bedroom,1320.0,5.0,2.0,199.0
4111,type_I,Ready To Move,Carmelaram,3 BHK,1732.5,3.0,0.0,91.855
4112,type_I,Ready To Move,BTM 1st Stage,3 BHK,1717.0,3.0,2.0,200.0
4113,type_II,Ready To Move,Sarjapur,4 BHK,1917.0,3.0,0.0,60.0
4114,type_II,Ready To Move,Electronics City Phase 1,2 BHK,919.0,2.0,0.0,28.0
4115,type_III,Ready To Move,R.T. Nagar,2 Bedroom,1200.0,2.0,1.0,120.0
4116,type_III,Ready To Move,TC Palaya,2 Bedroom,1200.0,2.0,1.0,70.0
4117,type_III,Ready To Move,A Narayanapura,4 Bedroom,1150.0,3.0,1.0,110.0
4118,type_III,18-Mar,T.C PALYA,2 Bedroom,1200.0,2.0,0.0,79.0
4119,type_I,Ready To Move,Nagavara,2 BHK,1110.0,2.0,2.0,44.95
4120,type_III,Ready To Move,Sarjapur  Road,4 Bedroom,1.0,4.0,,120.0
4121,type_III,Ready To Move,Gottigere,5 Bedroom,1500.0,4.0,1.0,100.0
4122,type_I,Ready To Move,Hennur Road,3 BHK,1904.0,3.0,2.0,120.0
4123,type_I,Ready To Move,Bisuvanahalli,2 BHK,850.0,2.0,1.0,27.0
4124,type_I,18-May,JP Nagar,2 BHK,1300.0,2.0,1.0,90.87
4125,type_I,Ready To Move,JCR Layout,2 BHK,1180.0,2.0,2.0,42.0
4126,type_I,18-May,Rayasandra,3 BHK,1708.0,3.0,2.0,75.0
4127,type_I,Ready To Move,Cholanayakanahalli,3 BHK,1370.0,2.0,2.0,75.0
4128,type_I,Ready To Move,OMBR Layout,2 BHK,1085.0,2.0,1.0,64.0
4129,type_I,19-Dec,Sarjapur  Road,2 BHK,858.0,2.0,1.0,31.57
4130,type_II,Ready To Move,Kasturi Nagar,3 BHK,1925.0,3.0,,125.0
4131,type_III,Ready To Move,Anjana Nagar,2 Bedroom,1530.0,2.0,1.0,185.0
4132,type_I,17-Oct,Ramagondanahalli,2 BHK,1151.0,2.0,2.0,48.77
4133,type_I,Ready To Move,Marathahalli,2 BHK,957.0,2.0,1.0,46.9
4134,type_I,Ready To Move,Kanakapur main road,2 BHK,1025.0,2.0,2.0,43.04
4135,type_II,Ready To Move,Rahmath Nagar,3 BHK,1400.0,3.0,2.0,98.0
4136,type_I,18-May,GM Palaya,2 BHK,1225.0,2.0,2.0,47.0
4137,type_III,Ready To Move,Nagashetty Halli,2 Bedroom,840.0,1.0,1.0,99.0
4138,type_I,Ready To Move,Electronic City,2 BHK,870.0,2.0,1.0,39.5
4139,type_III,Ready To Move,Banashankari,3 Bedroom,1040.0,2.0,1.0,109.0
4140,type_I,Ready To Move,Hebbal Kempapura,2 BHK,1485.0,3.0,3.0,132.0
4141,type_III,Ready To Move,Basaveshwara Nagar,5 Bedroom,4500.0,5.0,1.0,415.0
4142,type_I,Ready To Move,Hebbal,3 BHK,2080.0,3.0,3.0,175.0
4143,type_I,Ready To Move,Electronic City,2 BHK,1000.0,2.0,3.0,25.0
4144,type_I,Ready To Move,Konanakunte,3 BHK,1423.0,2.0,2.0,85.0
4145,type_II,Ready To Move,Ambedkar Nagar,4 BHK,3530.0,4.0,2.0,290.0
4146,type_I,Ready To Move,Old Madras Road,3 BHK,2425.0,3.0,1.0,197.0
4147,type_II,Ready To Move,"Sarjapur Road, ",3 BHK,1936.0,3.0,2.0,139.0
4148,type_I,Ready To Move,Electronic City Phase II,2 BHK,1116.0,2.0,2.0,37.0
4149,type_I,Ready To Move,5th Phase JP Nagar,2 BHK,1200.0,2.0,1.0,68.0
4150,type_III,Ready To Move,7th Phase JP Nagar,4 Bedroom,1500.0,5.0,3.0,220.0
4151,type_III,Ready To Move,2nd Stage Arekere Mico Layout,4 Bedroom,1200.0,4.0,1.0,130.0
4152,type_I,Ready To Move,Ambalipura,3 BHK,1730.0,3.0,1.0,120.0
4153,type_I,19-Mar,Hennur Road,2 BHK,1232.0,2.0,1.0,87.0
4154,type_I,Ready To Move,Sarjapur  Road,2 BHK,1105.0,2.0,2.0,40.0
4155,type_III,Ready To Move,Padmanabhanagar,3 Bedroom,610.0,2.0,1.0,75.0
4156,type_I,Ready To Move,Wilson Garden,3 BHK,1655.0,3.0,2.0,155.0
4157,type_I,Ready To Move,Viswapriyanagar.begur Road.bommanahalli.,4 BHK,2400.0,5.0,1.0,85.0
4158,type_I,Ready To Move,KR Puram,2 BHK,1100.0,2.0,2.0,43.0
4159,type_I,18-Dec,Sarjapur  Road,3 BHK,1787.0,3.0,2.0,98.29
4160,type_I,19-Mar,Sarjapur  Road,2 BHK,984.0,2.0,1.0,44.28
4161,type_I,Ready To Move,Whitefield,2 BHK,1224.0,2.0,2.0,75.0
4162,type_II,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,1480.0,3.0,2.0,74.0
4163,type_I,Ready To Move,Koramangala,2 BHK,1100.0,2.0,2.0,85.0
4164,type_I,Ready To Move,Badavala Nagar,2 BHK,1145.0,2.0,2.0,57.0
4165,type_I,Ready To Move,Kanakpura Road,3 BHK,1700.0,3.0,3.0,88.0
4166,type_III,Ready To Move,Madiwala,3 Bedroom,800.0,2.0,2.0,80.0
4167,type_III,Ready To Move,Kengeri,5 Bedroom,8000.0,5.0,,500.0
4168,type_I,Ready To Move,Electronic City,2 BHK,970.0,2.0,2.0,34.0
4169,type_I,Ready To Move,Ramagondanahalli,3 BHK,1610.0,2.0,2.0,115.0
4170,type_II,Ready To Move,Bellandur,3 BHK,1735.0,3.0,3.0,105.0
4171,type_III,18-May,Kaikondrahalli,4 Bedroom,1200.0,4.0,2.0,125.0
4172,type_I,18-Nov,Kengeri,1 BHK,416.0,1.0,1.0,18.0
4173,type_III,Ready To Move,Kothanur,4 Bedroom,1140.0,4.0,1.0,90.0
4174,type_III,Ready To Move,Dollars Colony,3 Bedroom,7800.0,3.0,2.0,2000.0
4175,type_II,Ready To Move,Kaval Byrasandra,2 BHK,1066.0,2.0,3.0,55.0
4176,type_I,Ready To Move,Rachenahalli,2 BHK,1050.0,2.0,2.0,53.5
4177,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,2.0,40.17
4178,type_I,Ready To Move,Srinivasa Nagar,5 BHK,4000.0,3.0,0.0,130.0
4179,type_III,Ready To Move,Whitefield,4 Bedroom,1600.0,4.0,2.0,300.0
4180,type_I,Ready To Move,kanakapura main road,2 BHK,1041.0,2.0,1.0,36.44
4181,type_I,Ready To Move,Banashankari Stage II,2 BHK,1400.0,2.0,1.0,100.0
4182,type_I,Ready To Move,1Hoysalanagar,13 BHK,5425.0,13.0,0.0,275.0
4183,type_I,Ready To Move,ISRO Layout,2 BHK,1000.0,2.0,1.0,60.0
4184,type_I,Ready To Move,Nagashetty Halli,2 BHK,1350.0,2.0,2.0,65.0
4185,type_II,Ready To Move,Nagarbhavi,5 Bedroom,2500.0,3.0,2.0,180.0
4186,type_I,Ready To Move,Vidyaranyapura,2 BHK,1000.0,2.0,1.0,35.0
4187,type_III,Ready To Move,Vajarahalli,3 Bedroom,800.0,3.0,2.0,120.0
4188,type_I,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1278.0,2.0,1.0,53.76
4189,type_I,Ready To Move,Thanisandra,2 BHK,965.0,2.0,1.0,56.0
4190,type_I,Ready To Move,Budigere,3 BHK,1991.0,4.0,2.0,103.0
4191,type_I,Ready To Move,Hosakerehalli,5 BHK,4500.0,5.0,2.0,145.0
4192,type_I,18-Dec,Chandapura,2 BHK,850.0,2.0,1.0,25.4
4193,type_I,18-Aug,Electronic City,2 BHK,1128.0,2.0,1.0,65.49
4194,type_I,Ready To Move,Thigalarapalya,4 BHK,3122.0,6.0,2.0,245.0
4195,type_III,Ready To Move,Sundara Nagar,2 Bedroom,900.0,2.0,1.0,110.0
4196,type_I,Ready To Move,Attibele,1 BHK,450.0,1.0,1.0,11.0
4197,type_II,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1023.0,2.0,2.0,42.0
4198,type_I,Ready To Move,Koramangala,3 BHK,2246.0,3.0,0.0,300.0
4199,type_I,Ready To Move,Whitefield,2 BHK,1116.0,2.0,3.0,48.76
4200,type_II,18-Aug,Electronic City Phase II,3 BHK,1310.0,2.0,1.0,37.83
4201,type_I,Ready To Move,Yeshwanthpur,1 BHK,666.0,1.0,1.0,36.8
4202,type_I,Ready To Move,Green Domain Layout,3 BHK,2100.0,3.0,3.0,170.0
4203,type_I,Ready To Move,Brookefield,3 BHK,1595.0,3.0,3.0,88.0
4204,type_I,Ready To Move,Rajaji Nagar,2 BHK,1763.0,3.0,2.0,262.0
4205,type_I,Ready To Move,Varthur,2 BHK,1100.0,2.0,2.0,72.0
4206,type_I,18-Jul,Hosur Road,3 BHK,1427.0,2.0,1.0,80.63
4207,type_I,Ready To Move,Banaswadi,2 BHK,1184.0,2.0,3.0,53.0
4208,type_I,Ready To Move,7th Phase JP Nagar,2 BHK,1040.0,2.0,1.0,39.52
4209,type_I,Ready To Move,Mahadevpura,2 BHK,1236.0,2.0,1.0,58.0
4210,type_I,Ready To Move,Choodasandra,3 BHK,1220.0,3.0,2.0,56.0
4211,type_I,Ready To Move,Kengeri Satellite Town,1 BHK,930.0,1.0,1.0,30.0
4212,type_II,Ready To Move,Hoodi,2 BHK,1500.0,2.0,1.0,84.0
4213,type_I,Ready To Move,Hebbal,3 BHK,3895.0,3.0,1.0,390.0
4214,type_I,Ready To Move,Arekere,2 BHK,900.0,2.0,1.0,44.5
4215,type_I,Ready To Move,Doddakallasandra,2 BHK,1010.0,2.0,1.0,40.39
4216,type_II,Ready To Move,HRBR Layout,3 BHK,1335.0,2.0,1.0,87.0
4217,type_I,Ready To Move,Harlur,2 BHK,1197.0,2.0,1.0,77.0
4218,type_I,Ready To Move,Bannerghatta Road,3 BHK,1760.0,3.0,2.0,67.0
4219,type_I,Ready To Move,Malleshwaram,3 BHK,2475.0,4.0,3.0,337.0
4220,type_I,Ready To Move,Nagavara,3 BHK,2400.0,3.0,2.0,252.0
4221,type_I,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,1.0,48.7
4222,type_I,19-Oct,Hebbal,3 BHK,2600.0,3.0,2.0,195.0
4223,type_I,Ready To Move,Kaval Byrasandra,3 BHK,1450.0,3.0,2.0,75.0
4224,type_III,Ready To Move,Laggere,8 Bedroom,1800.0,8.0,1.0,110.0
4225,type_I,21-Dec,Kanakpura Road,3 BHK,1100.0,3.0,2.0,58.0
4226,type_III,Ready To Move,Doddaballapur,3 Bedroom,2400.0,3.0,1.0,250.0
4227,type_I,Ready To Move,Singasandra,2 BHK,1179.0,2.0,2.0,56.0
4228,type_I,18-Mar,Electronic City,2 BHK,1175.0,2.0,1.0,47.0
4229,type_II,Ready To Move,9th Phase JP Nagar,2 BHK,835.0,2.0,0.0,37.0
4230,type_III,Ready To Move,Mysore Road,12 Bedroom,2232.0,6.0,2.0,300.0
4231,type_I,Ready To Move,Jalahalli,3 BHK,2113.0,3.0,2.0,155.0
4232,type_I,Ready To Move,Devarachikkanahalli,2 BHK,1230.0,2.0,1.0,58.0
4233,type_I,Ready To Move,Kaggadasapura,3 BHK,1615.0,3.0,3.0,58.0
4234,type_I,Ready To Move,Electronic City,3 BHK,1652.0,3.0,3.0,110.0
4235,type_I,Ready To Move,Dodda Nekkundi Extension,3 BHK,1950.0,2.0,,89.5
4236,type_II,Ready To Move,Hosakerehalli Layout,2 BHK,1080.0,2.0,3.0,64.0
4237,type_II,Ready To Move,Sarjapur  Road,2 BHK,1025.0,2.0,2.0,36.0
4238,type_I,Ready To Move,Kaggadasapura,4 BHK,3000.0,4.0,,130.0
4239,type_I,Ready To Move,Akshaya Nagar,2 BHK,1300.0,2.0,2.0,66.0
4240,type_I,18-May,Hennur Road,2 BHK,1036.0,2.0,1.0,59.46
4241,type_III,Ready To Move,Chikka Tirupathi,3 Bedroom,1555.0,3.0,1.0,100.0
4242,type_I,Ready To Move,Akshaya Vana,2 BHK,1141.0,2.0,1.0,55.0
4243,type_I,Ready To Move,Cooke Town,2 BHK,1710.0,2.0,2.0,200.0
4244,type_II,18-Aug,Rajanna Layout,2 BHK,1116.0,2.0,1.0,37.6
4245,type_I,18-Aug,Venkateshpuram,2 BHK,625.0,2.0,1.0,24.0
4246,type_III,Ready To Move,Brookefield,4 Bedroom,1500.0,5.0,3.0,160.0
4247,type_I,18-Jun,Ramagondanahalli,2 BHK,1235.0,2.0,1.0,46.8
4248,type_II,Ready To Move,JP Nagar,4 Bedroom,1500.0,2.0,0.0,87.0
4249,type_III,18-May,Kasavanhalli,4 Bedroom,4260.0,4.0,2.0,333.0
4250,type_I,Ready To Move,Electronics City Phase 1,3 BHK,1330.0,2.0,2.0,44.0
4251,type_I,Ready To Move,Yelahanka,3 BHK,1075.0,2.0,2.0,36.0
4252,type_I,Ready To Move,Kumarapalli,2 BHK,1240.0,2.0,2.0,52.6
4253,type_I,Ready To Move,Yelahanka New Town,3 BHK,1000.0,2.0,1.0,48.0
4254,type_II,Ready To Move,Kacharakanahalli,3 BHK,1850.0,3.0,3.0,98.0
4255,type_I,18-Jan,Thanisandra,2 BHK,1265.0,2.0,1.0,72.0
4256,type_III,Ready To Move,Brookefield,4 Bedroom,1560.0,3.0,2.0,149.0
4257,type_III,Ready To Move,Malleshwaram,3 Bedroom,675.0,2.0,0.0,148.0
4258,type_II,18-Jul,Bennigana Halli,3 BHK,2000.0,3.0,1.0,145.0
4259,type_I,Ready To Move,Electronic City,3 BHK,1159.0,2.0,3.0,38.0
4260,type_I,Ready To Move,Lakshminarayana Pura,2 BHK,1300.0,2.0,1.0,70.0
4261,type_II,Ready To Move,Chandapura,2 BHK,630.0,1.0,1.0,27.0
4262,type_I,Ready To Move,Cholanayakanahalli,4 BHK,2000.0,4.0,1.0,135.0
4263,type_II,Ready To Move,Attibele,2 BHK,656.0,2.0,1.0,25.0
4264,type_IV,Ready To Move,Yelahanka New Town,1 BHK,,2.0,1.0,18.0
4265,type_I,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,1060.0,2.0,1.0,52.0
4266,type_I,Ready To Move,GB Palya,2 BHK,930.0,2.0,1.0,45.0
4267,type_I,Ready To Move,JP Nagar,2 BHK,1000.0,2.0,1.0,35.0
4268,type_I,Ready To Move,Uttarahalli,3 BHK,1345.0,2.0,1.0,47.0
4269,type_I,Ready To Move,Hebbal,3 BHK,1760.0,3.0,2.0,123.0
4270,type_I,Ready To Move,Anekal,2 BHK,925.0,2.0,1.0,40.0
4271,type_I,18-Apr,Sarjapur,1 BHK,625.0,1.0,1.0,19.0
4272,type_I,Ready To Move,Kasavanhalli,2 BHK,1375.0,2.0,1.0,78.0
4273,type_I,Ready To Move,Green Glen Layout,3 BHK,1630.0,3.0,2.0,68.0
4274,type_I,18-Dec,Electronics City Phase 1,3 BHK,1450.0,3.0,2.0,79.0
4275,type_I,Ready To Move,Vadarpalya,3 BHK,1750.0,3.0,2.0,85.0
4276,type_III,Ready To Move,8th Phase JP Nagar,6 Bedroom,1200.0,6.0,1.0,260.0
4277,type_I,Ready To Move,Kothannur,2 BHK,1197.0,2.0,1.0,47.8
4278,type_I,Ready To Move,Murugeshpalya,2 BHK,1185.0,2.0,1.0,85.0
4279,type_I,Ready To Move,Sarjapur  Road,2 BHK,1059.0,2.0,2.0,68.0
4280,type_III,Ready To Move,Lakshmi Layout,4 Bedroom,600.0,5.0,2.0,85.0
4281,type_I,19-Mar,Thanisandra,3 BHK,1411.0,3.0,1.0,93.04
4282,type_I,18-May,Electronics City Phase 1,2 BHK,1190.0,2.0,1.0,68.0
4283,type_I,Ready To Move,Sarjapur  Road,2 BHK,1194.0,2.0,1.0,51.0
4284,type_II,Ready To Move,Electronic City,2 BHK,1210.0,2.0,1.0,55.0
4285,type_III,Ready To Move,BTM Layout 1stage 9th Main,7 Bedroom,600.0,6.0,2.0,138.0
4286,type_I,Ready To Move,Kudlu Gate,2 BHK,1238.0,2.0,3.0,55.0
4287,type_II,18-Jul,Electronic City Phase II,2 BHK,1090.0,2.0,1.0,31.48
4288,type_I,Ready To Move,Narayana Nagar 1st Block,2 BHK,1202.0,2.0,1.0,48.0
4289,type_I,Ready To Move,Lingadheeranahalli,3 BHK,1511.0,3.0,1.0,95.0
4290,type_I,Ready To Move,Kachanayakanahalli,2 BHK,827.0,2.0,0.0,34.0
4291,type_I,Ready To Move,Jalahalli East,1 BHK,750.0,1.0,2.0,40.0
4292,type_I,Ready To Move,Whitefield,3 BHK,2225.0,2.0,1.0,125.0
4293,type_II,18-Dec,Whitefield,2 BHK,1192.0,2.0,1.0,71.0
4294,type_II,18-Dec,Electronic City,2 BHK,1165.0,2.0,1.0,33.65
4295,type_III,Ready To Move,Classic Paradise Layout,5 Bedroom,1560.0,5.0,1.0,145.0
4296,type_I,Ready To Move,Uttarahalli,2 BHK,1065.0,2.0,1.0,42.59
4297,type_I,Ready To Move,Seegehalli,3 BHK,1683.0,3.0,3.0,80.0
4298,type_I,18-Mar,Raja Rajashweri Nagar,3 BHK,1410.0,2.0,2.0,45.12
4299,type_II,18-Mar,Bettahalsoor,4 Bedroom,4046.0,4.0,0.0,445.0
4300,type_II,Ready To Move,Basavangudi,2 BHK,1560.0,2.0,2.0,145.0
4301,type_II,Ready To Move,HBR Layout,3 BHK,1783.0,3.0,2.0,125.0
4302,type_II,Ready To Move,KG Halli,1 Bedroom,375.0,1.0,0.0,26.0
4303,type_I,Ready To Move,Narayanappa Layout,5 BHK,950.0,5.0,,90.0
4304,type_I,Ready To Move,7th Phase JP Nagar,2 BHK,1215.0,2.0,2.0,90.0
4305,type_I,18-Aug,JP Nagar,2 BHK,1152.0,2.0,1.0,34.56
4306,type_II,Ready To Move,Bellandur,2 BHK,850.0,2.0,1.0,45.0
4307,type_I,Ready To Move,Whitefield,3 BHK,1405.0,2.0,1.0,78.0
4308,type_I,Ready To Move,Coffee Board Layout,2 BHK,1155.0,2.0,3.0,56.0
4309,type_II,Ready To Move,Bannerghatta,2 BHK,1320.0,2.0,0.0,50.0
4310,type_I,Ready To Move,Whitefield,2 BHK,1254.0,2.0,2.0,40.0
4311,type_I,18-Feb,Whitefield,3 BHK,1740.0,4.0,3.0,130.0
4312,type_III,Ready To Move,Geetanjali Layout,4 Bedroom,1200.0,4.0,2.0,300.0
4313,type_II,Ready To Move,Frazer Town,3 BHK,1510.0,2.0,1.0,75.0
4314,type_I,Ready To Move,Stage-4 Bommanahalli,3 BHK,1455.0,2.0,2.0,55.0
4315,type_I,21-Mar,Talaghattapura,3 BHK,1868.0,3.0,1.0,121.0
4316,type_III,Ready To Move,Vidyaranyapura,4 Bedroom,750.0,4.0,0.0,88.0
4317,type_I,Ready To Move,HRBR Layout,3 BHK,2800.0,3.0,2.0,250.0
4318,type_I,20-Aug,Begur Road,2 BHK,1100.0,2.0,1.0,71.42
4319,type_I,Ready To Move,Marathahalli,2 BHK,1135.0,2.0,2.0,60.0
4320,type_I,Ready To Move,Vidyaranyapura,2 BHK,1062.0,2.0,3.0,38.0
4321,type_I,Ready To Move,Ashwath Nagar,3 BHK,1644.0,3.0,3.0,84.0
4322,type_I,Ready To Move,Narayanappa Garden,2 BHK,1475.0,2.0,1.0,70.0
4323,type_III,Immediate Possession,Hoskote,,1730.0,,,28.545
4324,type_I,Ready To Move,Thanisandra,3 BHK,1564.0,3.0,1.0,105.0
4325,type_I,Ready To Move,Bhoganhalli,3 BHK,1760.0,3.0,2.0,127.0
4326,type_I,Ready To Move,Kada Agrahara,2 BHK,1115.0,2.0,1.0,40.0
4327,type_I,Ready To Move,Kasturi Nagar,4 BHK,2507.0,4.0,2.0,155.0
4328,type_I,Ready To Move,Haralur Road,2 BHK,1140.0,2.0,1.0,42.0
4329,type_III,Ready To Move,Bagalakunte,5 Bedroom,750.0,3.0,1.0,95.0
4330,type_I,21-Dec,Kanakpura Road,3 BHK,1100.0,3.0,2.0,53.0
4331,type_III,Ready To Move,BTM Layout 2nd Stage 1st Phase,4 Bedroom,2400.0,5.0,2.0,395.0
4332,type_I,Ready To Move,7th Phase JP Nagar,3 BHK,1300.0,3.0,2.0,89.13
4333,type_II,Ready To Move,Bannerghatta Road,3 BHK,1100.0,2.0,2.0,52.0
4334,type_I,18-Jun,Whitefield,2 BHK,1277.0,2.0,1.0,77.0
